state_name,district_name,year,month,total_rainfall_mm,rainy_days,data_days,lpa_mm,departure_pct,anomaly_category
Telangana,Adilabad,2021,10,47.407556495,5,28,47.32,0.18,Normal
Telangana,Adilabad,2021,11,18.801560573,2,25,7.8,141.1,Large Excess
Telangana,Adilabad,2021,12,9.410498028,2,24,3.86,143.58,Large Excess
Telangana,Adilabad,2022,1,30.562098662999997,2,20,6.13,398.71,Large Excess
Telangana,Adilabad,2022,2,0.075905133,0,23,0.35,-78.61,Large Deficit
Telangana,Adilabad,2022,3,0.223715374,0,26,10.48,-97.87,Large Deficit
Telangana,Adilabad,2022,4,1.998383061,0,23,16.91,-88.18,Large Deficit
Telangana,Adilabad,2022,5,19.147584274,3,22,30.41,-37.03,Large Deficit
Telangana,Adilabad,2022,6,153.169517378,10,25,138.16,10.86,Above Normal
Telangana,Adilabad,2022,7,749.220032101,24,25,445.21,68.28,Large Excess
Telangana,Adilabad,2022,8,203.869152843,11,25,217.44,-6.24,Below Normal
Telangana,Adilabad,2022,9,204.055838578,12,23,250.66,-18.59,Below Normal
Telangana,Adilabad,2022,10,80.9621907841,7,28,47.32,71.09,Large Excess
Telangana,Adilabad,2022,11,0.0105870318,0,23,7.8,-99.86,Large Deficit
Telangana,Adilabad,2022,12,4.8015945238,1,23,3.86,24.28,Large Excess
Telangana,Adilabad,2023,1,0.0,0,31,6.13,-100.0,Large Deficit
Telangana,Adilabad,2023,2,0.0,0,28,0.35,-100.0,Large Deficit
Telangana,Adilabad,2023,3,17.1561675726,3,31,10.48,63.7,Large Excess
Telangana,Adilabad,2023,4,66.3929292645,7,30,16.91,292.61,Large Excess
Telangana,Adilabad,2023,5,79.7060495123,6,31,30.41,162.13,Large Excess
Telangana,Adilabad,2023,6,91.2460324998,8,30,138.16,-33.96,Large Deficit
Telangana,Adilabad,2023,7,654.8216461895,24,31,445.21,47.08,Large Excess
Telangana,Adilabad,2023,8,118.42623008759999,10,31,217.44,-45.54,Large Deficit
Telangana,Adilabad,2023,9,290.8318439251,17,30,250.66,16.03,Above Normal
Telangana,Adilabad,2023,10,5.5596937576,1,31,47.32,-88.25,Large Deficit
Telangana,Adilabad,2023,11,25.5167878375,3,30,7.8,227.21,Large Excess
Telangana,Adilabad,2023,12,3.0875505138,1,31,3.86,-20.08,Large Deficit
Telangana,Adilabad,2024,1,0.0,0,3,6.13,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2018,1,0.0,0,25,5.67,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2018,2,0.0,0,22,0.21,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2018,3,0.0,0,25,21.52,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2018,4,6.441781851,1,18,28.75,-77.59,Large Deficit
Telangana,Bhadradri Kothagudem,2018,5,26.132358684,4,22,37.09,-29.54,Large Deficit
Telangana,Bhadradri Kothagudem,2018,6,23.978627383,4,22,105.85,-77.35,Large Deficit
Telangana,Bhadradri Kothagudem,2018,7,197.2787225,11,28,377.87,-47.79,Large Deficit
Telangana,Bhadradri Kothagudem,2018,8,315.11427634,18,25,195.41,61.26,Large Excess
Telangana,Bhadradri Kothagudem,2018,9,492.33286315500004,17,26,247.08,99.26,Large Excess
Telangana,Bhadradri Kothagudem,2018,10,57.47142168,2,26,71.15,-19.23,Below Normal
Telangana,Bhadradri Kothagudem,2018,11,11.993912643,1,27,12.15,-1.27,Normal
Telangana,Bhadradri Kothagudem,2018,12,6.395049016,1,31,29.12,-78.04,Large Deficit
Telangana,Bhadradri Kothagudem,2019,1,11.859632511,1,24,5.67,109.01,Large Excess
Telangana,Bhadradri Kothagudem,2019,2,0.020432781,0,23,0.21,-90.08,Large Deficit
Telangana,Bhadradri Kothagudem,2019,3,8.889296605,2,26,21.52,-58.7,Large Deficit
Telangana,Bhadradri Kothagudem,2019,4,10.394569964,1,22,28.75,-63.84,Large Deficit
Telangana,Bhadradri Kothagudem,2019,5,23.996289252,2,29,37.09,-35.3,Large Deficit
Telangana,Bhadradri Kothagudem,2019,6,64.409467913,5,26,105.85,-39.15,Large Deficit
Telangana,Bhadradri Kothagudem,2019,7,274.64478223599997,15,28,377.87,-27.32,Large Deficit
Telangana,Bhadradri Kothagudem,2019,8,281.691639129,17,26,195.41,44.15,Large Excess
Telangana,Bhadradri Kothagudem,2019,9,203.247016926,19,23,247.08,-17.74,Below Normal
Telangana,Bhadradri Kothagudem,2019,10,139.995865371,15,24,71.15,96.76,Large Excess
Telangana,Bhadradri Kothagudem,2019,11,0.0,0,22,12.15,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2019,12,1.67145042,0,25,29.12,-94.26,Large Deficit
Telangana,Bhadradri Kothagudem,2020,1,4.515984983,1,27,5.67,-20.41,Large Deficit
Telangana,Bhadradri Kothagudem,2020,2,1.172329089,0,29,0.21,469.02,Large Excess
Telangana,Bhadradri Kothagudem,2020,3,17.189314987,2,31,21.52,-20.14,Large Deficit
Telangana,Bhadradri Kothagudem,2020,4,36.336001460000006,2,30,28.75,26.39,Large Excess
Telangana,Bhadradri Kothagudem,2020,5,18.623250775,4,31,37.09,-49.79,Large Deficit
Telangana,Bhadradri Kothagudem,2020,6,181.052236384,14,30,105.85,71.04,Large Excess
Telangana,Bhadradri Kothagudem,2020,7,384.012263583,20,31,377.87,1.63,Normal
Telangana,Bhadradri Kothagudem,2020,8,1.3145498500000001,0,31,195.41,-99.33,Large Deficit
Telangana,Bhadradri Kothagudem,2020,9,0.290931177,0,30,247.08,-99.88,Large Deficit
Telangana,Bhadradri Kothagudem,2020,10,18.017713807,2,31,71.15,-74.68,Large Deficit
Telangana,Bhadradri Kothagudem,2020,11,4.515984983,1,30,12.15,-62.83,Large Deficit
Telangana,Bhadradri Kothagudem,2020,12,1.196850306,0,31,29.12,-95.89,Large Deficit
Telangana,Bhadradri Kothagudem,2021,1,0.0,0,26,5.67,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2021,2,0.04338412,0,23,0.21,-78.94,Large Deficit
Telangana,Bhadradri Kothagudem,2021,3,0.0,0,26,21.52,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2021,4,70.040324858,6,24,28.75,143.63,Large Excess
Telangana,Bhadradri Kothagudem,2021,5,52.290326889,7,26,37.09,40.99,Large Excess
Telangana,Bhadradri Kothagudem,2021,6,109.940122437,9,25,105.85,3.86,Normal
Telangana,Bhadradri Kothagudem,2021,7,316.798049044,15,24,377.87,-16.16,Below Normal
Telangana,Bhadradri Kothagudem,2021,8,162.885198581,15,24,195.41,-16.65,Below Normal
Telangana,Bhadradri Kothagudem,2021,9,380.923101866,17,24,247.08,54.17,Large Excess
Telangana,Bhadradri Kothagudem,2021,10,89.728821713,8,26,71.15,26.11,Large Excess
Telangana,Bhadradri Kothagudem,2021,11,35.661551561,3,25,12.15,193.54,Large Excess
Telangana,Bhadradri Kothagudem,2021,12,6.571272409,1,25,29.12,-77.43,Large Deficit
Telangana,Bhadradri Kothagudem,2022,1,23.343335834,2,24,5.67,311.4,Large Excess
Telangana,Bhadradri Kothagudem,2022,2,0.0,0,26,0.21,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2022,3,4.391184690999999,1,19,21.52,-79.6,Large Deficit
Telangana,Bhadradri Kothagudem,2022,4,6.398156880999999,1,25,28.75,-77.74,Large Deficit
Telangana,Bhadradri Kothagudem,2022,5,41.427603691,4,24,37.09,11.7,Above Normal
Telangana,Bhadradri Kothagudem,2022,6,179.214134783,9,23,105.85,69.3,Large Excess
Telangana,Bhadradri Kothagudem,2022,7,495.936397122,21,27,377.87,31.25,Large Excess
Telangana,Bhadradri Kothagudem,2022,8,251.153162929,14,24,195.41,28.52,Large Excess
Telangana,Bhadradri Kothagudem,2022,9,209.15105859000002,13,25,247.08,-15.35,Below Normal
Telangana,Bhadradri Kothagudem,2022,10,108.76993876899999,9,23,71.15,52.87,Large Excess
Telangana,Bhadradri Kothagudem,2022,11,0.12722416209999998,0,23,12.15,-98.95,Large Deficit
Telangana,Bhadradri Kothagudem,2022,12,3.0840702542000002,0,25,29.12,-89.41,Large Deficit
Telangana,Bhadradri Kothagudem,2023,1,0.0,0,31,5.67,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2023,2,0.0,0,28,0.21,-100.0,Large Deficit
Telangana,Bhadradri Kothagudem,2023,3,98.6771646507,5,31,21.52,358.44,Large Excess
Telangana,Bhadradri Kothagudem,2023,4,42.8814779798,5,30,28.75,49.16,Large Excess
Telangana,Bhadradri Kothagudem,2023,5,60.0595226799,7,31,37.09,61.94,Large Excess
Telangana,Bhadradri Kothagudem,2023,6,76.524918591,8,30,105.85,-27.71,Large Deficit
Telangana,Bhadradri Kothagudem,2023,7,598.5522924191,23,31,377.87,58.4,Large Excess
Telangana,Bhadradri Kothagudem,2023,8,160.3176636254,15,31,195.41,-17.96,Below Normal
Telangana,Bhadradri Kothagudem,2023,9,196.5322816297,19,30,247.08,-20.46,Large Deficit
Telangana,Bhadradri Kothagudem,2023,10,12.928678851999999,1,31,71.15,-81.83,Large Deficit
Telangana,Bhadradri Kothagudem,2023,11,20.593790378199998,2,30,12.15,69.51,Large Excess
Telangana,Bhadradri Kothagudem,2023,12,155.7768545561,3,31,29.12,435.02,Large Excess
Telangana,Bhadradri Kothagudem,2024,1,0.0,0,3,5.67,-100.0,Large Deficit
Telangana,Hyderabad,2018,1,0.0,0,31,4.41,-100.0,Large Deficit
Telangana,Hyderabad,2018,2,0.0,0,28,1.42,-100.0,Large Deficit
Telangana,Hyderabad,2018,3,0.0,0,31,8.6,-100.0,Large Deficit
Telangana,Hyderabad,2018,4,4.977310779,1,30,29.29,-83.01,Large Deficit
Telangana,Hyderabad,2018,5,26.281762977,3,31,37.59,-30.09,Large Deficit
Telangana,Hyderabad,2018,6,48.581634247,5,30,99.65,-51.25,Large Deficit
Telangana,Hyderabad,2018,7,150.186824318,13,31,200.88,-25.24,Large Deficit
Telangana,Hyderabad,2018,8,130.987614732,13,31,77.81,68.35,Large Excess
Telangana,Hyderabad,2018,9,189.498221585,12,30,140.83,34.56,Large Excess
Telangana,Hyderabad,2018,10,64.724641232,7,31,67.44,-4.02,Normal
Telangana,Hyderabad,2018,11,20.037755244,2,30,10.96,82.86,Large Excess
Telangana,Hyderabad,2018,12,0.0,0,31,5.57,-100.0,Large Deficit
Telangana,Hyderabad,2019,1,13.393676329,2,27,4.41,203.69,Large Excess
Telangana,Hyderabad,2019,2,0.362709111,0,22,1.42,-74.48,Large Deficit
Telangana,Hyderabad,2019,3,0.25034299,0,25,8.6,-97.09,Large Deficit
Telangana,Hyderabad,2019,4,28.189664111000003,2,24,29.29,-3.76,Normal
Telangana,Hyderabad,2019,5,24.098422052,2,28,37.59,-35.9,Large Deficit
Telangana,Hyderabad,2019,6,93.516355269,7,28,99.65,-6.15,Below Normal
Telangana,Hyderabad,2019,7,134.297633644,13,28,200.88,-33.15,Large Deficit
Telangana,Hyderabad,2019,8,114.22592886300001,6,23,77.81,46.8,Large Excess
Telangana,Hyderabad,2019,9,150.04130688499998,14,23,140.83,6.54,Above Normal
Telangana,Hyderabad,2019,10,109.363623888,12,23,67.44,62.18,Large Excess
Telangana,Hyderabad,2019,11,0.108256048,0,24,10.96,-99.01,Large Deficit
Telangana,Hyderabad,2019,12,3.026005623,1,26,5.57,-45.68,Large Deficit
Telangana,Hyderabad,2020,1,5.399604321,1,31,4.41,22.43,Large Excess
Telangana,Hyderabad,2020,2,6.532860574,1,29,1.42,359.63,Large Excess
Telangana,Hyderabad,2020,3,8.743721709,1,31,8.6,1.65,Normal
Telangana,Hyderabad,2020,4,32.466561425,6,30,29.29,10.84,Above Normal
Telangana,Hyderabad,2020,5,17.445147640000002,2,31,37.59,-53.59,Large Deficit
Telangana,Hyderabad,2020,6,170.004903229,13,30,99.65,70.6,Large Excess
Telangana,Hyderabad,2020,7,106.488316355,14,31,200.88,-46.99,Large Deficit
Telangana,Hyderabad,2020,8,0.0007784189999999999,0,31,77.81,-100.0,Large Deficit
Telangana,Hyderabad,2020,9,6.542132114,1,30,140.83,-95.35,Large Deficit
Telangana,Hyderabad,2020,10,11.355910999999999,1,31,67.44,-83.16,Large Deficit
Telangana,Hyderabad,2020,11,2.777624544,1,30,10.96,-74.65,Large Deficit
Telangana,Hyderabad,2020,12,6.542651060000001,1,31,5.57,17.44,Above Normal
Telangana,Hyderabad,2021,1,1.053016689,0,27,4.41,-76.12,Large Deficit
Telangana,Hyderabad,2021,2,1.632441653,0,24,1.42,14.85,Above Normal
Telangana,Hyderabad,2021,3,0.0,0,25,8.6,-100.0,Large Deficit
Telangana,Hyderabad,2021,4,15.873216551,3,23,29.29,-45.81,Large Deficit
Telangana,Hyderabad,2021,5,46.296697755000004,5,24,37.59,23.15,Large Excess
Telangana,Hyderabad,2021,6,105.75490495000001,9,24,99.65,6.13,Above Normal
Telangana,Hyderabad,2021,7,201.881469969,10,26,200.88,0.5,Normal
Telangana,Hyderabad,2021,8,76.395543249,8,25,77.81,-1.82,Normal
Telangana,Hyderabad,2021,9,134.266369805,9,21,140.83,-4.66,Normal
Telangana,Hyderabad,2021,10,89.490282343,2,26,67.44,32.71,Large Excess
Telangana,Hyderabad,2021,11,28.165429308,4,24,10.96,157.03,Large Excess
Telangana,Hyderabad,2021,12,0.031977461,0,23,5.57,-99.43,Large Deficit
Telangana,Hyderabad,2022,1,8.595137847,2,25,4.41,94.89,Large Excess
Telangana,Hyderabad,2022,2,0.0,0,20,1.42,-100.0,Large Deficit
Telangana,Hyderabad,2022,3,0.415929046,0,20,8.6,-95.16,Large Deficit
Telangana,Hyderabad,2022,4,20.715023663,2,21,29.29,-29.28,Large Deficit
Telangana,Hyderabad,2022,5,48.940055498999996,2,23,37.59,30.18,Large Excess
Telangana,Hyderabad,2022,6,99.369043584,10,24,99.65,-0.28,Normal
Telangana,Hyderabad,2022,7,302.662757204,15,25,200.88,50.67,Large Excess
Telangana,Hyderabad,2022,8,99.743060814,9,24,77.81,28.19,Large Excess
Telangana,Hyderabad,2022,9,145.556125735,8,23,140.83,3.35,Normal
Telangana,Hyderabad,2022,10,129.2674313706,9,25,67.44,91.69,Large Excess
Telangana,Hyderabad,2022,11,1.259229723,0,26,10.96,-88.51,Large Deficit
Telangana,Hyderabad,2022,12,14.0040003399,2,26,5.57,151.37,Large Excess
Telangana,Hyderabad,2023,1,2.430890336,0,31,4.41,-44.88,Large Deficit
Telangana,Hyderabad,2023,2,0.0,0,28,1.42,-100.0,Large Deficit
Telangana,Hyderabad,2023,3,42.201339691,2,31,8.6,390.61,Large Excess
Telangana,Hyderabad,2023,4,73.5329076651,5,30,29.29,151.03,Large Excess
Telangana,Hyderabad,2023,5,62.497033126800005,4,31,37.59,66.25,Large Excess
Telangana,Hyderabad,2023,6,80.6691260861,7,30,99.65,-19.05,Below Normal
Telangana,Hyderabad,2023,7,309.7625365211,16,31,200.88,54.2,Large Excess
Telangana,Hyderabad,2023,8,45.5007990691,7,31,77.81,-41.52,Large Deficit
Telangana,Hyderabad,2023,9,219.084982675,15,30,140.83,55.57,Large Excess
Telangana,Hyderabad,2023,10,0.4093226859,0,31,67.44,-99.39,Large Deficit
Telangana,Hyderabad,2023,11,13.399621484499999,2,30,10.96,22.28,Large Excess
Telangana,Hyderabad,2023,12,9.8223063897,2,31,5.57,76.31,Large Excess
Telangana,Hyderabad,2024,1,0.0,0,3,4.41,-100.0,Large Deficit
Telangana,Jagitial,2018,1,0.0,0,31,9.69,-100.0,Large Deficit
Telangana,Jagitial,2018,2,0.0,0,28,2.57,-100.0,Large Deficit
Telangana,Jagitial,2018,3,4.247736437,1,31,9.51,-55.32,Large Deficit
Telangana,Jagitial,2018,4,12.061297485,1,30,9.35,29.01,Large Excess
Telangana,Jagitial,2018,5,8.573162504999999,1,31,34.1,-74.86,Large Deficit
Telangana,Jagitial,2018,6,47.503130344,5,30,121.65,-60.95,Large Deficit
Telangana,Jagitial,2018,7,187.09435703399998,10,31,399.13,-53.12,Large Deficit
Telangana,Jagitial,2018,8,279.821016515,18,31,160.36,74.5,Large Excess
Telangana,Jagitial,2018,9,411.10383687399997,15,30,246.06,67.07,Large Excess
Telangana,Jagitial,2018,10,121.926665692,6,31,57.13,113.43,Large Excess
Telangana,Jagitial,2018,11,0.022513354,0,30,5.19,-99.57,Large Deficit
Telangana,Jagitial,2018,12,0.0,0,31,2.24,-100.0,Large Deficit
Telangana,Jagitial,2019,1,34.244977899999995,2,26,9.69,253.41,Large Excess
Telangana,Jagitial,2019,2,2.850555443,1,22,2.57,10.89,Above Normal
Telangana,Jagitial,2019,3,9.533876172,1,25,9.51,0.28,Normal
Telangana,Jagitial,2019,4,3.277695055,0,22,9.35,-64.94,Large Deficit
Telangana,Jagitial,2019,5,2.034290501,0,26,34.1,-94.03,Large Deficit
Telangana,Jagitial,2019,6,146.344108539,9,25,121.65,20.3,Large Excess
Telangana,Jagitial,2019,7,204.910709285,14,26,399.13,-48.66,Large Deficit
Telangana,Jagitial,2019,8,279.091451704,14,25,160.36,74.04,Large Excess
Telangana,Jagitial,2019,9,231.705914216,15,27,246.06,-5.83,Below Normal
Telangana,Jagitial,2019,10,160.773884154,14,28,57.13,181.43,Large Excess
Telangana,Jagitial,2019,11,8.875851624,2,22,5.19,70.94,Large Excess
Telangana,Jagitial,2019,12,0.284780236,0,26,2.24,-87.3,Large Deficit
Telangana,Jagitial,2020,1,11.531448398,2,29,9.69,19.01,Above Normal
Telangana,Jagitial,2020,2,12.409375189,1,29,2.57,382.75,Large Excess
Telangana,Jagitial,2020,3,5.5014725019999995,0,31,9.51,-42.14,Large Deficit
Telangana,Jagitial,2020,4,8.341508509,1,30,9.35,-10.78,Below Normal
Telangana,Jagitial,2020,5,55.579856621,5,31,34.1,62.99,Large Excess
Telangana,Jagitial,2020,6,134.288280114,12,30,121.65,10.39,Above Normal
Telangana,Jagitial,2020,7,156.841173067,12,24,399.13,-60.7,Large Deficit
Telangana,Jagitial,2020,8,0.00111912,0,27,160.36,-100.0,Large Deficit
Telangana,Jagitial,2020,9,10.963991053,1,27,246.06,-95.54,Large Deficit
Telangana,Jagitial,2020,10,8.750273125,1,22,57.13,-84.68,Large Deficit
Telangana,Jagitial,2020,11,6.976939671,1,28,5.19,34.36,Large Excess
Telangana,Jagitial,2020,12,10.853346598,1,22,2.24,383.91,Large Excess
Telangana,Jagitial,2021,1,1.571210897,0,27,9.69,-83.78,Large Deficit
Telangana,Jagitial,2021,2,0.163312571,0,19,2.57,-93.65,Large Deficit
Telangana,Jagitial,2021,3,0.0,0,27,9.51,-100.0,Large Deficit
Telangana,Jagitial,2021,4,0.513880729,0,26,9.35,-94.5,Large Deficit
Telangana,Jagitial,2021,5,13.859225192,3,26,34.1,-59.36,Large Deficit
Telangana,Jagitial,2021,6,172.2670139,11,25,121.65,41.61,Large Excess
Telangana,Jagitial,2021,7,401.75538577,16,26,399.13,0.66,Normal
Telangana,Jagitial,2021,8,131.606599847,8,26,160.36,-17.93,Below Normal
Telangana,Jagitial,2021,9,293.248576385,13,25,246.06,19.18,Above Normal
Telangana,Jagitial,2021,10,41.812819762000004,3,24,57.13,-26.81,Large Deficit
Telangana,Jagitial,2021,11,11.178316453,2,25,5.19,115.28,Large Excess
Telangana,Jagitial,2021,12,0.002384597,0,25,2.24,-99.89,Large Deficit
Telangana,Jagitial,2022,1,20.377934788,2,21,9.69,110.3,Large Excess
Telangana,Jagitial,2022,2,0.0,0,19,2.57,-100.0,Large Deficit
Telangana,Jagitial,2022,3,3.215258211,1,21,9.51,-66.18,Large Deficit
Telangana,Jagitial,2022,4,2.463253275,0,26,9.35,-73.65,Large Deficit
Telangana,Jagitial,2022,5,61.868781068,4,24,34.1,81.44,Large Excess
Telangana,Jagitial,2022,6,178.44679556699998,11,25,121.65,46.69,Large Excess
Telangana,Jagitial,2022,7,760.26887149,18,22,399.13,90.48,Large Excess
Telangana,Jagitial,2022,10,7.2517878124,1,12,57.13,-87.31,Large Deficit
Telangana,Jagitial,2022,11,0.0217551477,0,26,5.19,-99.58,Large Deficit
Telangana,Jagitial,2022,12,0.6061715114,0,27,2.24,-72.97,Large Deficit
Telangana,Jagitial,2023,1,0.1027225524,0,31,9.69,-98.94,Large Deficit
Telangana,Jagitial,2023,2,0.0,0,28,2.57,-100.0,Large Deficit
Telangana,Jagitial,2023,3,34.5474574689,1,31,9.51,263.37,Large Excess
Telangana,Jagitial,2023,4,29.4367499554,3,30,9.35,214.86,Large Excess
Telangana,Jagitial,2023,5,62.6806150733,4,31,34.1,83.82,Large Excess
Telangana,Jagitial,2023,6,51.058642192600004,6,30,121.65,-58.03,Large Deficit
Telangana,Jagitial,2023,7,683.8899558297,23,31,399.13,71.35,Large Excess
Telangana,Jagitial,2023,8,111.27252946569999,6,31,160.36,-30.61,Large Deficit
Telangana,Jagitial,2023,9,283.2780464065,16,30,246.06,15.13,Above Normal
Telangana,Jagitial,2023,10,2.2554620003999997,0,31,57.13,-96.05,Large Deficit
Telangana,Jagitial,2023,11,4.0797968358,0,21,5.19,-21.43,Large Deficit
Telangana,Jagitial,2023,12,1.7103809756,0,21,2.24,-23.74,Large Deficit
Telangana,Jagitial,2024,1,0.0,0,3,9.69,-100.0,Large Deficit
Telangana,Jagtial,2022,7,9.652702692999998,1,2,9.65,0.0,Normal
Telangana,Jagtial,2022,8,187.472368928,12,25,187.47,0.0,Normal
Telangana,Jagtial,2022,9,252.9024673,11,25,252.9,0.0,Normal
Telangana,Jagtial,2022,10,30.256460718,3,11,30.26,0.0,Normal
Telangana,Jangaon,2022,7,7.534543963,2,2,7.53,0.0,Normal
Telangana,Jangaon,2022,8,153.810187167,11,24,153.81,0.0,Normal
Telangana,Jangaon,2022,9,176.790880999,11,24,176.79,0.0,Normal
Telangana,Jangaon,2022,10,22.318618224999998,1,9,22.32,0.0,Normal
Telangana,Jangoan,2018,1,0.0,0,31,13.22,-100.0,Large Deficit
Telangana,Jangoan,2018,2,0.0,0,28,1.41,-100.0,Large Deficit
Telangana,Jangoan,2018,3,0.0,0,31,11.83,-100.0,Large Deficit
Telangana,Jangoan,2018,4,4.846991732,1,30,25.56,-81.04,Large Deficit
Telangana,Jangoan,2018,5,32.825058994,3,31,30.18,8.76,Above Normal
Telangana,Jangoan,2018,6,44.714850081,3,30,102.52,-56.38,Large Deficit
Telangana,Jangoan,2018,7,181.824346567,11,31,284.89,-36.18,Large Deficit
Telangana,Jangoan,2018,8,178.961973755,15,31,113.85,57.2,Large Excess
Telangana,Jangoan,2018,9,234.391809549,12,30,151.56,54.65,Large Excess
Telangana,Jangoan,2018,10,67.846769517,7,31,66.38,2.21,Normal
Telangana,Jangoan,2018,11,12.725258021,2,30,15.37,-17.19,Below Normal
Telangana,Jangoan,2018,12,2.137058817,0,31,2.58,-17.19,Below Normal
Telangana,Jangoan,2019,1,5.483670412,1,25,13.22,-58.53,Large Deficit
Telangana,Jangoan,2019,2,3.608547191,1,24,1.41,155.42,Large Excess
Telangana,Jangoan,2019,3,0.049531273,0,19,11.83,-99.58,Large Deficit
Telangana,Jangoan,2019,4,31.131783138,5,27,25.56,21.78,Large Excess
Telangana,Jangoan,2019,5,11.675453491,2,21,30.18,-61.32,Large Deficit
Telangana,Jangoan,2019,6,146.815598512,9,27,102.52,43.21,Large Excess
Telangana,Jangoan,2019,7,176.185750132,14,26,284.89,-38.16,Large Deficit
Telangana,Jangoan,2019,8,255.881651856,14,27,113.85,124.76,Large Excess
Telangana,Jangoan,2019,9,160.083201562,14,21,151.56,5.62,Above Normal
Telangana,Jangoan,2019,10,189.587853576,14,26,66.38,185.62,Large Excess
Telangana,Jangoan,2019,11,7.099959993000001,1,24,15.37,-53.79,Large Deficit
Telangana,Jangoan,2019,12,5.960318861,1,27,2.58,130.97,Large Excess
Telangana,Jangoan,2020,1,0.030079196,0,27,13.22,-99.77,Large Deficit
